############################################################
#          Declination Values
############################################################
#   6 Fields:
#     (1) Date in decimal years
#     (2) Latitude in decimal Degrees
#     (3) Longitude in decimal Degrees
#     (4) Elevation in km GPS
#     (5) Declination in decimal Degrees
#     (6) Declination_sv in decimal Degrees
#
#   Magnetic Model: IGRF2020 (calculator version 0.5.1.11)
############################################################
2022.80000,39.48222,-0.33667,0.00000,1.03227,0.15300
